0	135.0
1	420.0
2	50.0
3	180.0
4	70.0
5	80.0
6	270.0
7	135.0
8	225.0
9	80.0
10	360.0
11	150.0
12	110.0
13	100.0
14	210.0
15	150.0
16	110.0
17	90.0
18	135.0
19	110.0
20	225.0
21	30.0
22	90.0
23	150.0
24	285.0
25	50.0
26	90.0
27	195.0
28	80.0
29	110.0
30	110.0
31	165.0
32	195.0
33	40.0
34	300.0
35	50.0
36	80.0
37	100.0
38	110.0
39	195.0
40	135.0
41	50.0
42	50.0
43	60.0
44	70.0
45	135.0
46	180.0
47	240.0
48	165.0
49	240.0
50	80.0
51	10.0
52	135.0
53	70.0
54	255.0
55	135.0
56	70.0
57	20.0
58	60.0
59	285.0
60	60.0
61	100.0
62	225.0
63	110.0
64	70.0
65	90.0
66	60.0
67	135.0
68	80.0
69	110.0
70	50.0
71	180.0
72	50.0
73	50.0
74	195.0
75	30.0
76	150.0
77	60.0
78	110.0
79	30.0
80	60.0
81	30.0
82	30.0
83	165.0
84	90.0
85	135.0
86	110.0
87	150.0
88	110.0
89	40.0
90	150.0
91	50.0
92	60.0
93	100.0
94	165.0
95	90.0
96	30.0
97	210.0
98	210.0
99	40.0
100	240.0
101	50.0
102	50.0
103	135.0
104	30.0
105	60.0
106	10.0
107	80.0
108	40.0
109	90.0
110	120.0
111	135.0
112	30.0
113	30.0
114	40.0
115	880.0
116	40.0
117	285.0
118	50.0
119	120.0
120	40.0
121	20.0
122	60.0
123	80.0
124	70.0
125	70.0
126	70.0
127	70.0
128	165.0
129	210.0
130	620.0
131	100.0
132	110.0
133	100.0
134	255.0
135	195.0
136	165.0
137	30.0
138	60.0
139	300.0
140	135.0
141	110.0
142	100.0
143	120.0
144	225.0
145	315.0
146	210.0
147	285.0
148	80.0
149	70.0
150	50.0
151	80.0
152	100.0
153	210.0
154	120.0
155	80.0
156	50.0
157	100.0
158	30.0
159	110.0
160	0.0
161	80.0
162	210.0
163	225.0
164	210.0
165	400.0
166	40.0
167	315.0
168	-20.0
169	100.0
170	70.0
171	270.0
172	60.0
173	165.0
174	195.0
175	70.0
176	100.0
177	380.0
178	165.0
179	165.0
180	225.0
181	285.0
182	285.0
183	165.0
184	50.0
185	80.0
186	50.0
187	195.0
188	150.0
189	165.0
190	90.0
191	100.0
192	135.0
193	60.0
194	225.0
195	150.0
196	60.0
197	120.0
198	70.0
199	180.0
200	300.0
201	30.0
202	110.0
203	165.0
204	90.0
205	300.0
206	150.0
207	50.0
208	40.0
209	225.0
210	110.0
211	60.0
212	640.0
213	20.0
214	180.0
215	180.0
216	285.0
217	60.0
218	110.0
219	255.0
220	180.0
221	80.0
222	50.0
223	70.0
224	315.0
225	60.0
226	40.0
227	50.0
228	50.0
229	150.0
230	80.0
231	360.0
232	70.0
233	210.0
234	50.0
235	110.0
236	225.0
237	270.0
238	240.0
239	100.0
240	80.0
241	90.0
242	210.0
243	110.0
244	60.0
245	10.0
246	165.0
247	440.0
248	100.0
249	135.0
250	100.0
251	90.0
252	195.0
253	150.0
254	255.0
255	285.0
256	270.0
257	135.0
258	120.0
259	135.0
260	225.0
261	255.0
262	360.0
263	135.0
264	0.0
265	165.0
266	285.0
267	255.0
268	285.0
269	165.0
270	70.0
271	80.0
272	70.0
273	120.0
274	40.0
275	80.0
276	10.0
277	10.0
278	80.0
279	10.0
280	135.0
281	30.0
282	100.0
283	100.0
284	90.0
285	120.0
286	50.0
287	50.0
288	110.0
289	180.0
290	-10.0
291	20.0
292	270.0
293	40.0
294	135.0
295	285.0
296	10.0
297	90.0
298	120.0
299	50.0
300	0.0
301	50.0
302	20.0
303	255.0
304	165.0
305	90.0
306	40.0
307	-20.0
308	10.0
309	50.0
310	60.0
311	-10.0
312	40.0
313	0.0
314	50.0
315	70.0
316	10.0
317	-10.0
318	10.0
319	60.0
320	10.0
321	60.0
322	-10.0
323	-30.0
324	10.0
325	-10.0
326	-20.0
327	-30.0
328	40.0
329	60.0
330	20.0
331	80.0
332	40.0
333	80.0
334	-10.0
335	0.0
336	50.0
337	30.0
338	0.0
339	70.0
340	10.0
341	-10.0
342	40.0
343	50.0
344	50.0
345	0.0
346	40.0
347	-10.0
348	-30.0
349	20.0
350	-10.0
351	-10.0
352	10.0
353	10.0
354	-20.0
355	50.0
356	-20.0
357	60.0
358	50.0
359	0.0
360	0.0
361	10.0
362	70.0
363	50.0
364	10.0
365	0.0
366	60.0
367	10.0
368	-10.0
369	0.0
370	-10.0
371	-20.0
372	0.0
373	60.0
374	-10.0
375	-30.0
376	330.0
377	315.0
378	90.0
379	285.0
380	300.0
381	620.0
382	900.0
383	255.0
384	860.0
385	780.0
386	300.0
387	360.0
388	540.0
389	940.0
390	360.0
391	440.0
392	880.0
393	2000.0
394	920.0
395	165.0
396	-10.0
397	40.0
398	80.0
399	135.0
400	60.0
401	90.0
402	-20.0
403	40.0
404	80.0
405	20.0
406	0.0
407	0.0
408	-10.0
409	120.0
410	135.0
411	20.0
412	10.0
413	100.0
414	20.0
415	40.0
416	210.0
417	0.0
418	-10.0
419	-20.0
420	10.0
421	0.0
422	20.0
423	30.0
424	20.0
425	-20.0
426	10.0
427	20.0
428	40.0
429	80.0
430	90.0
431	90.0
432	40.0
433	60.0
434	10.0
435	110.0
436	-10.0
437	20.0
438	40.0
439	60.0
440	110.0
441	150.0
442	500.0
443	270.0
444	345.0
445	760.0
446	315.0
447	640.0
448	1380.0
449	270.0
450	460.0
451	1160.0
452	330.0
453	540.0
454	315.0
455	1020.0
456	315.0
457	330.0
458	1180.0
459	300.0
460	780.0
461	660.0
462	255.0
463	1200.0
464	300.0
465	720.0
466	210.0
467	90.0
468	980.0
469	860.0
470	1060.0
471	270.0
472	360.0
473	500.0
474	1000.0
475	300.0
476	210.0
477	1200.0
478	300.0
479	70.0
480	225.0
481	270.0
482	285.0
483	240.0
484	40.0
485	60.0
486	10.0
487	-20.0
488	-10.0
489	80.0
490	40.0
491	10.0
492	-40.0
493	30.0
494	-30.0
495	20.0
496	70.0
497	0.0
498	10.0
499	0.0
500	80.0
501	-10.0
502	10.0
503	10.0
504	40.0
505	10.0
506	90.0
507	70.0
508	60.0
509	40.0
510	50.0
511	70.0
512	-10.0
513	0.0
514	50.0
515	50.0
516	10.0
517	20.0
518	-20.0
519	10.0
520	10.0
521	50.0
522	120.0
523	80.0
524	110.0
525	-40.0
526	10.0
527	40.0
528	-10.0
529	70.0
530	10.0
531	30.0
532	70.0
533	-20.0
534	50.0
535	50.0
536	-20.0
537	10.0
538	40.0
539	50.0
540	20.0
541	-10.0
542	165.0
543	0.0
544	50.0
545	90.0
546	40.0
547	-10.0
548	10.0
549	0.0
550	20.0
551	10.0
552	-30.0
553	10.0
554	60.0
555	10.0
556	10.0
557	165.0
558	10.0
559	-10.0
560	20.0
561	10.0
562	-10.0
563	-10.0
564	50.0
565	60.0
566	-20.0
567	40.0
568	40.0
569	20.0
570	50.0
571	40.0
572	50.0
573	0.0
574	70.0
575	0.0
576	70.0
577	60.0
578	10.0
579	70.0
580	40.0
581	50.0
582	-30.0
583	10.0
584	-20.0
585	10.0
586	40.0
587	90.0
588	-20.0
589	-20.0
590	-30.0
591	50.0
592	-20.0
593	80.0
594	50.0
595	50.0
596	40.0
597	-30.0
598	-30.0
599	10.0
600	-10.0
601	50.0
602	-10.0
603	60.0
604	10.0
605	-30.0
606	30.0
607	90.0
608	0.0
609	10.0
610	10.0
611	10.0
612	10.0
613	90.0
614	50.0
615	60.0
616	20.0
617	20.0
618	0.0
619	-30.0
620	10.0
621	50.0
622	40.0
623	40.0
624	-20.0
625	90.0
626	0.0
627	-10.0
628	-10.0
629	40.0
630	255.0
631	40.0
632	0.0
633	10.0
634	70.0
635	0.0
636	60.0
637	10.0
638	150.0
639	20.0
640	0.0
641	-20.0
642	150.0
643	20.0
644	60.0
645	10.0
646	50.0
647	40.0
648	-10.0
649	-30.0
650	70.0
651	0.0
652	-10.0
653	40.0
654	80.0
655	0.0
656	40.0
657	60.0
658	150.0
659	40.0
660	20.0
661	0.0
662	70.0
663	90.0
664	50.0
665	-20.0
666	70.0
667	0.0
668	195.0
669	10.0
670	60.0
671	10.0
672	70.0
673	-10.0
674	50.0
675	20.0
676	-20.0
677	10.0
678	-30.0
679	-20.0
680	10.0
681	165.0
682	50.0
683	20.0
684	-10.0
685	-30.0
686	0.0
687	-30.0
688	-30.0
689	40.0
690	20.0
691	40.0
692	50.0
693	-20.0
694	50.0
695	40.0
696	10.0
697	10.0
698	40.0
699	50.0
700	150.0
701	60.0
702	70.0
703	50.0
704	40.0
705	90.0
706	-10.0
707	40.0
708	0.0
709	100.0
710	30.0
711	70.0
712	0.0
713	-30.0
714	10.0
715	-40.0
716	10.0
717	20.0
718	40.0
719	10.0
720	90.0
721	10.0
722	30.0
723	-10.0
724	-20.0
725	-30.0
726	-20.0
727	0.0
728	50.0
729	0.0
730	0.0
731	40.0
732	50.0
733	-20.0
734	20.0
735	30.0
736	-20.0
737	50.0
738	40.0
739	-20.0
740	40.0
741	-30.0
742	10.0
743	-30.0
744	20.0
745	0.0
746	10.0
747	40.0
748	40.0
749	60.0
750	150.0
751	-10.0
752	150.0
753	20.0
754	30.0
755	10.0
756	50.0
757	0.0
758	-10.0
759	0.0
760	135.0
761	40.0
762	-40.0
763	70.0
764	135.0
765	0.0
766	10.0
767	-10.0
768	0.0
769	40.0
770	50.0
771	-40.0
772	90.0
773	0.0
774	-30.0
775	-30.0
776	50.0
777	60.0
778	70.0
779	20.0
780	60.0
781	50.0
782	-40.0
783	60.0
784	50.0
785	60.0
786	60.0
787	0.0
788	-20.0
789	50.0
790	40.0
791	150.0
792	-30.0
793	40.0
794	10.0
795	-30.0
796	40.0
797	50.0
798	80.0
799	20.0
800	10.0
801	10.0
802	50.0
803	60.0
804	-10.0
805	-20.0
806	50.0
807	10.0
808	-10.0
809	30.0
810	80.0
811	40.0
812	80.0
813	50.0
814	-20.0
815	-20.0
816	80.0
817	-10.0
818	0.0
819	0.0
820	-20.0
821	-10.0
822	10.0
823	10.0
824	0.0
825	20.0
826	-10.0
827	40.0
828	50.0
829	10.0
830	70.0
831	100.0
832	-10.0
833	-20.0
834	-30.0
835	-30.0
836	-20.0
837	50.0
838	-30.0
839	-20.0
840	-10.0
841	0.0
842	-20.0
843	10.0
844	20.0
845	10.0
846	-30.0
847	20.0
848	-20.0
849	-10.0
